,Unnamed: 0.1,Unnamed: 0,Wavelength,Ruby Intensity,Wavelength(nm),No Ruby Intensity,Transmission,Intensity_measurement_error,Transmission_error
1728,1728,1728,719.762,42840.15,719.762,50114.31,0.854848645,0.01,0.85484865+/-0.00000026
1729,1729,1729,719.956,42594.39,719.956,49851.48,0.854425786,0.01,0.85442579+/-0.00000026
1730,1730,1730,720.151,42916.61,720.151,50207.15,0.854790802,0.01,0.85479080+/-0.00000026
1731,1731,1731,720.345,42513.16,720.345,49874.01,0.852411106,0.01,0.85241111+/-0.00000026
1732,1732,1732,720.539,42675.63,720.539,49817.35,0.856641913,0.01,0.85664191+/-0.00000026
1733,1733,1733,720.733,42652.42,720.733,49794.14,0.856575091,0.01,0.85657509+/-0.00000026
1734,1734,1734,720.928,43053.82,720.928,49941.6,0.862083313,0.01,0.86208331+/-0.00000026
1735,1735,1735,721.122,42536.37,721.122,49603.68,0.857524482,0.01,0.85752448+/-0.00000027
1736,1736,1736,721.316,43139.15,721.316,50060.38,0.86174236,0.01,0.86174236+/-0.00000026
1737,1737,1737,721.51,43057.23,721.51,49898.59,0.862894723,0.01,0.86289472+/-0.00000026
1738,1738,1738,721.704,42960.98,721.704,49884.93,0.861201569,0.01,0.86120157+/-0.00000026
1739,1739,1739,721.899,42575.96,721.899,49814.62,0.854688041,0.01,0.85468804+/-0.00000026
1740,1740,1740,722.093,42700.89,722.093,50050.14,0.853162249,0.01,0.85316225+/-0.00000026
1741,1741,1741,722.287,42639.45,722.287,49604.36,0.85959077,0.01,0.85959077+/-0.00000027
1742,1742,1742,722.481,42521.35,722.481,49614.6,0.85703301,0.01,0.85703301+/-0.00000027
1743,1743,1743,722.675,42489.95,722.675,49546.34,0.857579995,0.01,0.85757999+/-0.00000027
1744,1744,1744,722.869,42761.64,722.869,49770.25,0.859180735,0.01,0.85918074+/-0.00000026
1745,1745,1745,723.063,42537.05,723.063,49809.84,0.853988891,0.01,0.85398889+/-0.00000026
1746,1746,1746,723.257,42761.64,723.257,49777.76,0.85905111,0.01,0.85905111+/-0.00000026
1747,1747,1747,723.451,42189.58,723.451,49223.44,0.857103445,0.01,0.85710345+/-0.00000027
1748,1748,1748,723.645,42637.4,723.645,49770.25,0.856684465,0.01,0.85668447+/-0.00000026
1749,1749,1749,723.839,42467.42,723.839,49252.11,0.862245699,0.01,0.86224570+/-0.00000027
1750,1750,1750,724.033,42665.39,724.033,50024.2,0.852894999,0.01,0.85289500+/-0.00000026
1751,1751,1751,724.227,42147.94,724.227,49247.33,0.855842134,0.01,0.85584213+/-0.00000027
1752,1752,1752,724.421,42798.51,724.421,49759.33,0.860110255,0.01,0.86011025+/-0.00000027
1753,1753,1753,724.615,42463.32,724.615,49399.57,0.859588859,0.01,0.85958886+/-0.00000027
1754,1754,1754,724.809,42472.2,724.809,49146.98,0.864187382,0.01,0.86418738+/-0.00000027
1755,1755,1755,725.003,42096.05,725.003,49059.6,0.858059381,0.01,0.85805938+/-0.00000027
1756,1756,1756,725.197,42266.04,725.197,49114.9,0.860554333,0.01,0.86055433+/-0.00000027
1757,1757,1757,725.391,41788.18,725.391,48780.4,0.856659232,0.01,0.85665923+/-0.00000027
1758,1758,1758,725.585,42162.95,725.585,49202.28,0.856930817,0.01,0.85693082+/-0.00000027
1759,1759,1759,725.778,42068.75,725.778,49175.65,0.855479287,0.01,0.85547929+/-0.00000027
1760,1760,1760,725.972,42159.54,725.972,48945.6,0.861355055,0.01,0.86135506+/-0.00000027
1761,1761,1761,726.166,42001.85,726.166,49198.18,0.853727719,0.01,0.85372772+/-0.00000027
1762,1762,1762,726.36,42418.27,726.36,49166.78,0.862742486,0.01,0.86274249+/-0.00000027
1763,1763,1763,726.554,41811.39,726.554,48634.99,0.85969772,0.01,0.85969772+/-0.00000027
1764,1764,1764,726.748,42154.76,726.748,48920.34,0.861702106,0.01,0.86170211+/-0.00000027
1765,1765,1765,726.941,42115.17,726.941,48781.08,0.863350504,0.01,0.86335050+/-0.00000027
1766,1766,1766,727.135,42035.98,727.135,49258.26,0.853379311,0.01,0.85337931+/-0.00000027
1767,1767,1767,727.329,41801.15,727.329,48955.84,0.853854208,0.01,0.85385421+/-0.00000027
1768,1768,1768,727.522,41924.71,727.522,48621.34,0.862269736,0.01,0.86226974+/-0.00000027
1769,1769,1769,727.716,41637.99,727.716,48211.74,0.863648356,0.01,0.86364836+/-0.00000027
1770,1770,1770,727.91,41777.94,727.91,48620.66,0.85926312,0.01,0.85926312+/-0.00000027
1771,1771,1771,728.104,41610.0,728.104,48662.3,0.855076723,0.01,0.85507672+/-0.00000027
1772,1772,1772,728.297,41755.41,728.297,48878.02,0.854277853,0.01,0.85427785+/-0.00000027
1773,1773,1773,728.491,41720.59,728.491,48518.26,0.859894605,0.01,0.85989460+/-0.00000027
1774,1774,1774,728.684,41961.57,728.684,48757.19,0.860623223,0.01,0.86062322+/-0.00000027
1775,1775,1775,728.878,41668.03,728.878,48693.02,0.855729014,0.01,0.85572901+/-0.00000027
1776,1776,1776,729.072,42050.32,729.072,49041.17,0.857449363,0.01,0.85744936+/-0.00000027
1777,1777,1777,729.265,41565.63,729.265,48194.0,0.86246483,0.01,0.86246483+/-0.00000027
1778,1778,1778,729.459,41476.89,729.459,48708.04,0.851540937,0.01,0.85154094+/-0.00000027
1779,1779,1779,729.652,41619.56,729.652,48372.85,0.860390901,0.01,0.86039090+/-0.00000027
1780,1780,1780,729.846,41806.61,729.846,48593.35,0.860336034,0.01,0.86033603+/-0.00000027
1781,1781,1781,730.039,41050.91,730.039,48149.62,0.852569761,0.01,0.85256976+/-0.00000027
1782,1782,1782,730.233,41747.9,730.233,48388.55,0.862764022,0.01,0.86276402+/-0.00000027
1783,1783,1783,730.426,41670.08,730.426,48456.14,0.85995459,0.01,0.85995459+/-0.00000027
1784,1784,1784,730.62,41469.38,730.62,48487.54,0.855258485,0.01,0.85525848+/-0.00000027
1785,1785,1785,730.813,41844.15,730.813,48626.12,0.860528251,0.01,0.86052825+/-0.00000027
1786,1786,1786,731.007,41990.93,731.007,48468.42,0.866356485,0.01,0.86635649+/-0.00000027
1787,1787,1787,731.2,41542.42,731.2,48381.04,0.858650827,0.01,0.85865083+/-0.00000027
1788,1788,1788,731.394,41888.53,731.394,48674.59,0.860583109,0.01,0.86058311+/-0.00000027
1789,1789,1789,731.587,41135.56,731.587,48017.19,0.856684033,0.01,0.85668403+/-0.00000027
1790,1790,1790,731.78,41547.88,731.78,48330.53,0.859661171,0.01,0.85966117+/-0.00000027
1791,1791,1791,731.974,41478.93,731.974,48155.77,0.861349118,0.01,0.86134912+/-0.00000027
1792,1792,1792,732.167,41353.32,732.167,48317.56,0.855865238,0.01,0.85586524+/-0.00000027
1793,1793,1793,732.361,41205.19,732.361,48099.79,0.856660497,0.01,0.85666050+/-0.00000027
1794,1794,1794,732.554,40988.1,732.554,48181.71,0.850698325,0.01,0.85069833+/-0.00000027
1795,1795,1795,732.747,41440.02,732.747,48157.81,0.860504662,0.01,0.86050466+/-0.00000027
1796,1796,1796,732.94,41119.17,732.94,47719.55,0.861683943,0.01,0.86168394+/-0.00000028
1797,1797,1797,733.134,41145.11,733.134,47892.26,0.859118154,0.01,0.85911815+/-0.00000028
1798,1798,1798,733.327,41300.08,733.327,48076.58,0.859047794,0.01,0.85904779+/-0.00000027
1799,1799,1799,733.52,40985.37,733.52,47754.36,0.85825399,0.01,0.85825399+/-0.00000028
1800,1800,1800,733.714,41284.38,733.714,47991.93,0.860235877,0.01,0.86023588+/-0.00000027
1801,1801,1801,733.907,40677.49,733.907,47476.52,0.856791736,0.01,0.85679174+/-0.00000028
1802,1802,1802,734.1,41007.9,734.1,47685.42,0.85996726,0.01,0.85996726+/-0.00000028
1803,1803,1803,734.293,41094.6,734.293,47686.78,0.861760849,0.01,0.86176085+/-0.00000028
1804,1804,1804,734.486,41238.64,734.486,48015.14,0.858867432,0.01,0.85886743+/-0.00000027
1805,1805,1805,734.679,40998.34,734.679,47948.24,0.855054117,0.01,0.85505412+/-0.00000027
1806,1806,1806,734.873,41210.65,734.873,48042.45,0.857796594,0.01,0.85779659+/-0.00000027
1807,1807,1807,735.066,40984.69,735.066,47350.91,0.86555232,0.01,0.86555232+/-0.00000028
1808,1808,1808,735.259,40958.75,735.259,47589.16,0.860673943,0.01,0.86067394+/-0.00000028
1809,1809,1809,735.452,40893.9,735.452,47438.98,0.862031604,0.01,0.86203160+/-0.00000028
1810,1810,1810,735.645,40923.25,735.645,47959.16,0.853293719,0.01,0.85329372+/-0.00000027
1811,1811,1811,735.838,41057.73,735.838,47851.98,0.85801528,0.01,0.85801528+/-0.00000028
1812,1812,1812,736.031,40781.94,736.031,47443.07,0.859597408,0.01,0.85959741+/-0.00000028
1813,1813,1813,736.224,40642.68,736.224,47398.02,0.857476325,0.01,0.85747632+/-0.00000028
1814,1814,1814,736.417,40826.31,736.417,47599.4,0.8577064,0.01,0.85770640+/-0.00000028
1815,1815,1815,736.61,40538.92,736.61,47091.51,0.860854111,0.01,0.86085411+/-0.00000028
1816,1816,1816,736.803,40762.83,736.803,47569.36,0.856913568,0.01,0.85691357+/-0.00000028
1817,1817,1817,736.996,40702.07,736.996,47502.46,0.856841309,0.01,0.85684131+/-0.00000028
1818,1818,1818,737.189,40783.31,737.189,47520.9,0.858218384,0.01,0.85821838+/-0.00000028
1819,1819,1819,737.382,40642.68,737.382,47200.05,0.861072817,0.01,0.86107282+/-0.00000028
1820,1820,1820,737.575,40755.32,737.575,47436.93,0.859147504,0.01,0.85914750+/-0.00000028
1821,1821,1821,737.768,40577.14,737.768,47152.26,0.86055557,0.01,0.86055557+/-0.00000028
1822,1822,1822,737.961,40761.46,737.961,47297.67,0.861806935,0.01,0.86180693+/-0.00000028
1823,1823,1823,738.154,40493.86,738.154,47372.76,0.854792079,0.01,0.85479208+/-0.00000028
1824,1824,1824,738.347,40663.16,738.347,47270.36,0.860225308,0.01,0.86022531+/-0.00000028
1825,1825,1825,738.539,40528.68,738.539,46771.34,0.866528092,0.01,0.86652809+/-0.00000028
1826,1826,1826,738.732,40581.24,738.732,47142.02,0.860829468,0.01,0.86082947+/-0.00000028
1827,1827,1827,738.925,40164.82,738.925,47015.73,0.854284726,0.01,0.85428473+/-0.00000028
1828,1828,1828,739.118,40282.92,739.118,47127.0,0.854773697,0.01,0.85477370+/-0.00000028
1829,1829,1829,739.311,40373.03,739.311,46769.29,0.863238035,0.01,0.86323804+/-0.00000028
1830,1830,1830,739.504,40575.78,739.504,47212.34,0.859431666,0.01,0.85943167+/-0.00000028
1831,1831,1831,739.696,40185.3,739.696,47097.65,0.853233654,0.01,0.85323365+/-0.00000028
1832,1832,1832,739.889,40361.43,739.889,47027.34,0.858254581,0.01,0.85825458+/-0.00000028
1833,1833,1833,740.082,40071.3,740.082,46584.97,0.860176576,0.01,0.86017658+/-0.00000028
1834,1834,1834,740.274,40334.8,740.274,46886.03,0.860273305,0.01,0.86027331+/-0.00000028
1835,1835,1835,740.467,40130.69,740.467,46643.68,0.860367149,0.01,0.86036715+/-0.00000028
1836,1836,1836,740.66,40441.98,740.66,46990.47,0.860642169,0.01,0.86064217+/-0.00000028
1837,1837,1837,740.853,40579.19,740.853,46812.3,0.866848884,0.01,0.86684888+/-0.00000028
1838,1838,1838,741.045,40459.73,741.045,46943.37,0.861883797,0.01,0.86188380+/-0.00000028
1839,1839,1839,741.238,40465.87,741.238,46589.75,0.868557354,0.01,0.86855735+/-0.00000028
1840,1840,1840,741.431,40380.54,741.431,46900.36,0.860985715,0.01,0.86098572+/-0.00000028
1841,1841,1841,741.623,39721.09,741.623,46418.41,0.855718453,0.01,0.85571845+/-0.00000028
1842,1842,1842,741.816,40055.6,741.816,46924.94,0.853610042,0.01,0.85361004+/-0.00000028
1843,1843,1843,742.008,39978.45,742.008,46688.74,0.856276053,0.01,0.85627605+/-0.00000028
1844,1844,1844,742.201,39762.74,742.201,46434.11,0.856326093,0.01,0.85632609+/-0.00000028
1845,1845,1845,742.393,40005.08,742.393,46548.79,0.859422554,0.01,0.85942255+/-0.00000028
1846,1846,1846,742.586,39967.53,742.586,46973.41,0.850854345,0.01,0.85085435+/-0.00000028
1847,1847,1847,742.778,39743.62,742.778,46462.1,0.855398701,0.01,0.85539870+/-0.00000028
1848,1848,1848,742.971,40093.14,742.971,46817.08,0.856378484,0.01,0.85637848+/-0.00000028
1849,1849,1849,743.163,39359.97,743.163,46009.5,0.855474848,0.01,0.85547485+/-0.00000029
1850,1850,1850,743.356,40502.73,743.356,47027.34,0.861259216,0.01,0.86125922+/-0.00000028
1851,1851,1851,743.548,39575.01,743.548,46133.74,0.85783225,0.01,0.85783225+/-0.00000029
1852,1852,1852,743.741,40248.79,743.741,46367.89,0.868031519,0.01,0.86803152+/-0.00000029
1853,1853,1853,743.933,39593.44,743.933,46146.71,0.857990526,0.01,0.85799053+/-0.00000029
1854,1854,1854,744.126,39940.91,744.126,46431.38,0.860213718,0.01,0.86021372+/-0.00000028
1855,1855,1855,744.318,39824.17,744.318,46239.55,0.861257733,0.01,0.86125773+/-0.00000029
1856,1856,1856,744.51,40070.61,744.51,46808.89,0.856047003,0.01,0.85604700+/-0.00000028
1857,1857,1857,744.703,39681.5,744.703,46242.28,0.858121615,0.01,0.85812162+/-0.00000028
1858,1858,1858,744.895,39583.2,744.895,46140.57,0.85788277,0.01,0.85788277+/-0.00000029
1859,1859,1859,745.088,39417.31,745.088,45603.31,0.864351952,0.01,0.86435195+/-0.00000029
1860,1860,1860,745.28,39837.15,745.28,46386.32,0.858812469,0.01,0.85881247+/-0.00000028
1861,1861,1861,745.472,39291.02,745.472,45762.37,0.858587962,0.01,0.85858796+/-0.00000029
1862,1862,1862,745.664,39888.34,745.664,45907.78,0.868879741,0.01,0.86887974+/-0.00000029
1863,1863,1863,745.857,39597.53,745.857,46079.13,0.859337622,0.01,0.85933762+/-0.00000029
1864,1864,1864,746.049,39417.99,746.049,45853.85,0.859644065,0.01,0.85964406+/-0.00000029
1865,1865,1865,746.241,39614.6,746.241,46067.52,0.859924737,0.01,0.85992474+/-0.00000029
1866,1866,1866,746.434,39998.25,746.434,46521.49,0.859780072,0.01,0.85978007+/-0.00000028
1867,1867,1867,746.626,39600.26,746.626,45993.11,0.861004181,0.01,0.86100418+/-0.00000029
1868,1868,1868,746.818,39781.17,746.818,46422.5,0.856937261,0.01,0.85693726+/-0.00000028
1869,1869,1869,747.01,39742.94,747.01,45987.65,0.864208978,0.01,0.86420898+/-0.00000029
1870,1870,1870,747.202,39495.82,747.202,45903.0,0.860419145,0.01,0.86041914+/-0.00000029
1871,1871,1871,747.394,39387.96,747.394,45599.9,0.863772947,0.01,0.86377295+/-0.00000029
1872,1872,1872,747.587,39368.16,747.587,45386.91,0.867390179,0.01,0.86739018+/-0.00000029
1873,1873,1873,747.779,39209.78,747.779,45391.01,0.863822594,0.01,0.86382259+/-0.00000029
1874,1874,1874,747.971,39164.73,747.971,45770.57,0.855674946,0.01,0.85567495+/-0.00000029
1875,1875,1875,748.163,39217.98,748.163,45391.01,0.864003246,0.01,0.86400325+/-0.00000029
1876,1876,1876,748.355,39311.5,748.355,45819.03,0.857973205,0.01,0.85797320+/-0.00000029
1877,1877,1877,748.547,38974.95,748.547,45028.52,0.865561426,0.01,0.86556143+/-0.00000029
1878,1878,1878,748.739,39562.72,748.739,45712.54,0.86546755,0.01,0.86546755+/-0.00000029
1879,1879,1879,748.931,38982.46,748.931,45307.72,0.860393328,0.01,0.86039333+/-0.00000029
1880,1880,1880,749.123,39145.61,749.123,45426.51,0.861734921,0.01,0.86173492+/-0.00000029
1881,1881,1881,749.315,39020.01,749.315,45246.29,0.86239137,0.01,0.86239137+/-0.00000029
1882,1882,1882,749.507,38822.72,749.507,44993.02,0.86286095,0.01,0.86286095+/-0.00000029
1883,1883,1883,749.699,38800.19,749.699,45063.33,0.86101471,0.01,0.86101471+/-0.00000029
1884,1884,1884,749.891,39256.89,749.891,45706.4,0.858892628,0.01,0.85889263+/-0.00000029
1885,1885,1885,750.083,38993.38,750.083,45431.97,0.858280634,0.01,0.85828063+/-0.00000029
1886,1886,1886,750.275,39308.77,750.275,45760.33,0.859014129,0.01,0.85901413+/-0.00000029
1887,1887,1887,750.467,38691.65,750.467,44740.44,0.864802626,0.01,0.86480263+/-0.00000030
1888,1888,1888,750.659,38826.13,750.659,45212.84,0.858741234,0.01,0.85874123+/-0.00000029
1889,1889,1889,750.851,38642.5,750.851,44830.55,0.861968011,0.01,0.86196801+/-0.00000029
1890,1890,1890,751.043,38779.71,751.043,45091.32,0.860026054,0.01,0.86002605+/-0.00000029
1891,1891,1891,751.234,38903.27,751.234,45186.21,0.860954481,0.01,0.86095448+/-0.00000029
1892,1892,1892,751.426,38985.19,751.426,45100.88,0.864399763,0.01,0.86439976+/-0.00000029
1893,1893,1893,751.618,38512.79,751.618,44689.92,0.861778003,0.01,0.86177800+/-0.00000030
1894,1894,1894,751.81,38871.87,751.81,45300.22,0.858094508,0.01,0.85809451+/-0.00000029
1895,1895,1895,752.002,38654.78,752.002,45059.24,0.857865778,0.01,0.85786578+/-0.00000029
1896,1896,1896,752.193,38806.33,752.193,45134.33,0.859796301,0.01,0.85979630+/-0.00000029
1897,1897,1897,752.385,38095.01,752.385,44828.5,0.849794439,0.01,0.84979444+/-0.00000029
1898,1898,1898,752.577,38811.11,752.577,45171.19,0.859200521,0.01,0.85920052+/-0.00000029
1899,1899,1899,752.769,38558.53,752.769,44770.47,0.861249167,0.01,0.86124917+/-0.00000029
1900,1900,1900,752.96,39118.31,752.96,45283.15,0.863860178,0.01,0.86386018+/-0.00000029
1901,1901,1901,753.152,38573.55,753.152,44895.4,0.859187133,0.01,0.85918713+/-0.00000029
1902,1902,1902,753.344,38652.74,753.344,45054.46,0.857911514,0.01,0.85791151+/-0.00000029
1903,1903,1903,753.535,38611.78,753.535,44726.78,0.863281014,0.01,0.86328101+/-0.00000030
1904,1904,1904,753.727,38485.49,753.727,44908.37,0.856978109,0.01,0.85697811+/-0.00000029
1905,1905,1905,753.919,38171.46,753.919,44257.8,0.862479834,0.01,0.86247983+/-0.00000030
1906,1906,1906,754.11,38495.73,754.11,44615.51,0.862832903,0.01,0.86283290+/-0.00000030
1907,1907,1907,754.302,38318.23,754.302,44470.11,0.861662586,0.01,0.86166259+/-0.00000030
1908,1908,1908,754.494,38084.77,754.494,44308.32,0.859539924,0.01,0.85953992+/-0.00000030
1909,1909,1909,754.685,38068.38,754.685,44148.57,0.862278891,0.01,0.86227889+/-0.00000030
1910,1910,1910,754.877,38394.69,754.877,44613.46,0.860607763,0.01,0.86060776+/-0.00000030
1911,1911,1911,755.068,38588.57,755.068,44801.19,0.86132913,0.01,0.86132913+/-0.00000029
1912,1912,1912,755.26,38052.68,755.26,44344.5,0.858114986,0.01,0.85811499+/-0.00000030
1913,1913,1913,755.451,38158.49,755.451,44277.6,0.861801227,0.01,0.86180123+/-0.00000030
1914,1914,1914,755.643,38211.06,755.643,44108.3,0.8663009,0.01,0.86630090+/-0.00000030
1915,1915,1915,755.834,38319.6,755.834,44259.16,0.865800435,0.01,0.86580044+/-0.00000030
1916,1916,1916,756.026,37925.71,756.026,44117.85,0.859645472,0.01,0.85964547+/-0.00000030
1917,1917,1917,756.217,38134.6,756.217,44216.16,0.862458431,0.01,0.86245843+/-0.00000030
1918,1918,1918,756.409,38268.4,756.409,44112.39,0.86752044,0.01,0.86752044+/-0.00000030
1919,1919,1919,756.6,38000.8,756.6,43937.63,0.864880514,0.01,0.86488051+/-0.00000030
1920,1920,1920,756.791,37996.7,756.791,44085.77,0.861881283,0.01,0.86188128+/-0.00000030
1921,1921,1921,756.983,37697.02,756.983,44000.44,0.856741887,0.01,0.85674189+/-0.00000030
1922,1922,1922,757.174,37804.19,757.174,43949.24,0.86017847,0.01,0.86017847+/-0.00000030
1923,1923,1923,757.366,37462.18,757.366,43960.84,0.852171615,0.01,0.85217161+/-0.00000030
1924,1924,1924,757.557,37559.12,757.557,43698.02,0.859515374,0.01,0.85951537+/-0.00000030
1925,1925,1925,757.748,37886.8,757.748,43787.45,0.865243352,0.01,0.86524335+/-0.00000030
1926,1926,1926,757.94,37834.91,757.94,43762.87,0.864543619,0.01,0.86454362+/-0.00000030
1927,1927,1927,758.131,37890.89,758.131,43674.81,0.867568514,0.01,0.86756851+/-0.00000030
1928,1928,1928,758.322,37802.15,758.322,44001.12,0.859117904,0.01,0.85911790+/-0.00000030
1929,1929,1929,758.513,37521.58,758.513,43592.21,0.860740486,0.01,0.86074049+/-0.00000030
1930,1930,1930,758.705,37916.15,758.705,43943.09,0.862846696,0.01,0.86284670+/-0.00000030
1931,1931,1931,758.896,37659.47,758.896,43628.39,0.86318725,0.01,0.86318725+/-0.00000030
1932,1932,1932,759.087,37591.21,759.087,43698.02,0.860249732,0.01,0.86024973+/-0.00000030
1933,1933,1933,759.278,37760.5,759.278,43771.07,0.862681675,0.01,0.86268168+/-0.00000030
1934,1934,1934,759.47,37645.82,759.47,43796.32,0.859565827,0.01,0.85956583+/-0.00000030
1935,1935,1935,759.661,37422.59,759.661,43375.12,0.862766259,0.01,0.86276626+/-0.00000030
1936,1936,1936,759.852,37560.49,759.852,43622.93,0.8610263,0.01,0.86102630+/-0.00000030
1937,1937,1937,760.043,37182.29,760.043,43487.08,0.855019238,0.01,0.85501924+/-0.00000030
1938,1938,1938,760.234,37238.96,760.234,43643.41,0.85325505,0.01,0.85325505+/-0.00000030
1939,1939,1939,760.425,37392.55,760.425,43635.9,0.856921709,0.01,0.85692171+/-0.00000030
1940,1940,1940,760.616,37776.21,760.616,43850.25,0.861482204,0.01,0.86148220+/-0.00000030
1941,1941,1941,760.807,37169.32,760.807,43100.7,0.86238321,0.01,0.86238321+/-0.00000031
1942,1942,1942,760.999,37600.08,760.999,43325.29,0.867855241,0.01,0.86785524+/-0.00000031
1943,1943,1943,761.19,37225.3,761.19,43388.78,0.857947608,0.01,0.85794761+/-0.00000030
1944,1944,1944,761.381,36953.61,761.381,43334.85,0.852745769,0.01,0.85274577+/-0.00000030
1945,1945,1945,761.572,37047.81,761.572,43205.14,0.857486169,0.01,0.85748617+/-0.00000030
1946,1946,1946,761.763,37089.45,761.763,43112.98,0.860285,0.01,0.86028500+/-0.00000031
1947,1947,1947,761.954,37000.71,761.954,43121.18,0.858063485,0.01,0.85806349+/-0.00000031
1948,1948,1948,762.145,37338.62,762.145,43226.99,0.863780245,0.01,0.86378024+/-0.00000031
1949,1949,1949,762.336,37110.62,762.336,42804.42,0.866981027,0.01,0.86698103+/-0.00000031
1950,1950,1950,762.527,37204.82,762.527,43474.79,0.855779177,0.01,0.85577918+/-0.00000030
1951,1951,1951,762.717,36705.12,762.717,42865.18,0.856292217,0.01,0.85629222+/-0.00000031
1952,1952,1952,762.908,37221.89,762.908,43223.58,0.861147781,0.01,0.86114778+/-0.00000031
1953,1953,1953,763.099,36767.92,763.099,42927.3,0.856516017,0.01,0.85651602+/-0.00000031
1954,1954,1954,763.29,37247.15,763.29,43061.1,0.864983709,0.01,0.86498371+/-0.00000031
1955,1955,1955,763.481,36730.38,763.481,42682.91,0.860540671,0.01,0.86054067+/-0.00000031
1956,1956,1956,763.672,36886.02,763.672,43173.06,0.854375854,0.01,0.85437585+/-0.00000030
1957,1957,1957,763.863,36627.98,763.863,42377.76,0.864320814,0.01,0.86432081+/-0.00000031
1958,1958,1958,764.054,36965.89,764.054,42630.35,0.86712612,0.01,0.86712612+/-0.00000031
1959,1959,1959,764.244,36382.22,764.244,42529.31,0.855462268,0.01,0.85546227+/-0.00000031
1960,1960,1960,764.435,36695.56,764.435,43000.35,0.85337817,0.01,0.85337817+/-0.00000031
1961,1961,1961,764.626,36505.1,764.626,42365.48,0.86167087,0.01,0.86167087+/-0.00000031
1962,1962,1962,764.817,36752.22,764.817,42822.17,0.858252162,0.01,0.85825216+/-0.00000031
1963,1963,1963,765.007,36627.98,765.007,42676.77,0.858265047,0.01,0.85826505+/-0.00000031
1964,1964,1964,765.198,36542.65,765.198,42852.89,0.852746454,0.01,0.85274645+/-0.00000031
1965,1965,1965,765.389,36365.16,765.389,42187.3,0.861993064,0.01,0.86199306+/-0.00000031
1966,1966,1966,765.58,36349.45,765.58,42309.5,0.85913211,0.01,0.85913211+/-0.00000031
1967,1967,1967,765.77,36232.04,765.77,42263.76,0.857283876,0.01,0.85728388+/-0.00000031
1968,1968,1968,765.961,36444.34,765.961,42598.94,0.855522227,0.01,0.85552223+/-0.00000031
1969,1969,1969,766.152,36477.11,766.152,42274.68,0.862859518,0.01,0.86285952+/-0.00000031
1970,1970,1970,766.342,36617.06,766.342,42226.9,0.867150087,0.01,0.86715009+/-0.00000031
1971,1971,1971,766.533,35850.43,766.533,42184.57,0.849846994,0.01,0.84984699+/-0.00000031
1972,1972,1972,766.723,36096.19,766.723,42035.07,0.858716067,0.01,0.85871607+/-0.00000031
1973,1973,1973,766.914,35952.83,766.914,41731.97,0.861517681,0.01,0.86151768+/-0.00000032
1974,1974,1974,767.105,36109.84,767.105,41970.9,0.860354198,0.01,0.86035420+/-0.00000031
1975,1975,1975,767.295,36037.48,767.295,41889.66,0.860295357,0.01,0.86029536+/-0.00000031
1976,1976,1976,767.486,36095.51,767.486,41878.06,0.861919344,0.01,0.86191934+/-0.00000032
1977,1977,1977,767.676,35866.82,767.676,41824.81,0.857548905,0.01,0.85754890+/-0.00000031
1978,1978,1978,767.867,36374.71,767.867,42284.24,0.860242729,0.01,0.86024273+/-0.00000031
1979,1979,1979,768.057,35641.54,768.057,41780.44,0.853067608,0.01,0.85306761+/-0.00000031
1980,1980,1980,768.248,36166.5,768.248,41809.79,0.865024675,0.01,0.86502467+/-0.00000032
1981,1981,1981,768.438,35707.07,768.438,41938.13,0.85142256,0.01,0.85142256+/-0.00000031
1982,1982,1982,768.629,35849.75,768.629,41783.85,0.857981014,0.01,0.85798101+/-0.00000032
1983,1983,1983,768.819,35645.64,768.819,41697.16,0.854869732,0.01,0.85486973+/-0.00000032
1984,1984,1984,769.009,35626.52,769.009,41624.79,0.85589669,0.01,0.85589669+/-0.00000032
1985,1985,1985,769.2,35919.38,769.2,41749.04,0.860364214,0.01,0.86036421+/-0.00000032
1986,1986,1986,769.39,35941.91,769.39,41811.16,0.859624799,0.01,0.85962480+/-0.00000032
1987,1987,1987,769.581,35376.67,769.581,41433.65,0.853814955,0.01,0.85381495+/-0.00000032
1988,1988,1988,769.771,35375.3,769.771,41510.11,0.852209257,0.01,0.85220926+/-0.00000032
1989,1989,1989,769.961,35468.15,769.961,41383.82,0.857053554,0.01,0.85705355+/-0.00000032
1990,1990,1990,770.152,35564.4,770.152,41641.86,0.85405407,0.01,0.85405407+/-0.00000032
1991,1991,1991,770.342,35506.37,770.342,41297.8,0.859764201,0.01,0.85976420+/-0.00000032
1992,1992,1992,770.532,35343.22,770.532,41231.58,0.857188107,0.01,0.85718811+/-0.00000032
1993,1993,1993,770.723,35484.53,770.723,41223.39,0.860786316,0.01,0.86078632+/-0.00000032
1994,1994,1994,770.913,35353.46,770.913,41284.15,0.856344626,0.01,0.85634463+/-0.00000032
1995,1995,1995,771.103,35314.55,771.103,41022.01,0.860868348,0.01,0.86086835+/-0.00000032
1996,1996,1996,771.293,35343.9,771.293,41299.85,0.855787612,0.01,0.85578761+/-0.00000032
1997,1997,1997,771.484,35055.14,771.484,40948.96,0.856069116,0.01,0.85606912+/-0.00000032
1998,1998,1998,771.674,35559.62,771.674,41484.85,0.857171232,0.01,0.85717123+/-0.00000032
1999,1999,1999,771.864,34796.41,771.864,40753.04,0.853835935,0.01,0.85383593+/-0.00000032
2000,2000,2000,772.054,35047.63,772.054,41110.07,0.852531509,0.01,0.85253151+/-0.00000032
