,Unnamed: 0.1,Unnamed: 0,Wavelength,Ruby Intensity,Wavelength(nm),No Ruby Intensity,Transmission,Intensity_measurement_error,Transmission_error
917,917,917,557.418,24736.11,557.418,36164.23,0.683993825,0.01,0.68399382+/-0.00000034
918,918,918,557.623,24403.65,557.623,36031.79,0.67728109,0.01,0.67728109+/-0.00000034
919,919,919,557.829,24574.32,557.829,36101.42,0.68070231,0.01,0.68070231+/-0.00000034
920,920,920,558.035,24754.54,558.035,36491.9,0.678357115,0.01,0.67835711+/-0.00000033
921,921,921,558.241,24831.68,558.241,36106.88,0.687727104,0.01,0.68772710+/-0.00000034
922,922,922,558.447,24426.86,558.447,36130.78,0.676067885,0.01,0.67606788+/-0.00000033
923,923,923,558.652,24807.1,558.652,36328.06,0.682863329,0.01,0.68286333+/-0.00000033
924,924,924,558.858,24942.27,558.858,36565.63,0.682123349,0.01,0.68212335+/-0.00000033
925,925,925,559.064,24777.07,559.064,36384.72,0.680974596,0.01,0.68097460+/-0.00000033
926,926,926,559.27,25145.02,559.27,36722.64,0.684728004,0.01,0.68472800+/-0.00000033
927,927,927,559.475,24949.78,559.475,36562.22,0.682392371,0.01,0.68239237+/-0.00000033
928,928,928,559.681,24974.35,559.681,36700.79,0.680485352,0.01,0.68048535+/-0.00000033
929,929,929,559.887,25073.34,559.887,36652.33,0.684085841,0.01,0.68408584+/-0.00000033
930,930,930,560.092,25117.71,560.092,36937.68,0.680002372,0.01,0.68000237+/-0.00000033
931,931,931,560.298,25097.23,560.298,36780.67,0.682348364,0.01,0.68234836+/-0.00000033
932,932,932,560.504,25226.94,560.504,37166.37,0.678757167,0.01,0.67875717+/-0.00000033
933,933,933,560.709,25039.21,560.709,37181.38,0.673434122,0.01,0.67343412+/-0.00000032
934,934,934,560.915,25103.38,560.915,37121.99,0.676240148,0.01,0.67624015+/-0.00000033
935,935,935,561.12,25151.16,561.12,36966.35,0.680379859,0.01,0.68037986+/-0.00000033
936,936,936,561.326,25371.66,561.326,37576.64,0.675197676,0.01,0.67519768+/-0.00000032
937,937,937,561.532,25097.91,561.532,37483.8,0.669566853,0.01,0.66956685+/-0.00000032
938,938,938,561.737,25462.45,561.737,37677.68,0.675796652,0.01,0.67579665+/-0.00000032
939,939,939,561.943,25217.38,561.943,37556.16,0.671457891,0.01,0.67145789+/-0.00000032
940,940,940,562.148,25267.9,562.148,37724.78,0.669795821,0.01,0.66979582+/-0.00000032
941,941,941,562.354,25407.84,562.354,37728.87,0.673432308,0.01,0.67343231+/-0.00000032
942,942,942,562.559,25523.89,562.559,37792.36,0.675371689,0.01,0.67537169+/-0.00000032
943,943,943,562.765,25370.98,562.765,37793.73,0.671301298,0.01,0.67130130+/-0.00000032
944,944,944,562.97,25606.49,562.97,37720.0,0.678857105,0.01,0.67885710+/-0.00000032
945,945,945,563.176,25476.79,563.176,37442.16,0.680430563,0.01,0.68043056+/-0.00000032
946,946,946,563.381,25635.85,563.381,38423.14,0.667198204,0.01,0.66719820+/-0.00000031
947,947,947,563.587,25633.8,563.587,38120.72,0.672437457,0.01,0.67243746+/-0.00000032
948,948,948,563.792,25547.1,563.792,38077.03,0.670932055,0.01,0.67093206+/-0.00000032
949,949,949,563.997,25429.68,563.997,37796.46,0.672805866,0.01,0.67280587+/-0.00000032
950,950,950,564.203,25757.36,564.203,38203.32,0.674217843,0.01,0.67421784+/-0.00000032
951,951,951,564.408,25879.56,564.408,38273.63,0.67617208,0.01,0.67617208+/-0.00000032
952,952,952,564.614,25545.05,564.614,38330.3,0.666445345,0.01,0.66644534+/-0.00000031
953,953,953,564.819,25653.6,564.819,38371.94,0.66855103,0.01,0.66855103+/-0.00000031
954,954,954,565.024,25911.64,565.024,38650.46,0.670409615,0.01,0.67040961+/-0.00000031
955,955,955,565.23,25808.56,565.23,38204.0,0.675546016,0.01,0.67554602+/-0.00000032
956,956,956,565.435,25796.27,565.435,38295.48,0.67361135,0.01,0.67361135+/-0.00000031
957,957,957,565.64,25787.4,565.64,38454.54,0.670594421,0.01,0.67059442+/-0.00000031
958,958,958,565.846,25710.26,565.846,38390.37,0.669705971,0.01,0.66970597+/-0.00000031
959,959,959,566.051,26118.49,566.051,38903.04,0.671374011,0.01,0.67137401+/-0.00000031
960,960,960,566.256,25924.61,566.256,38990.42,0.664896916,0.01,0.66489692+/-0.00000031
961,961,961,566.461,26022.23,566.461,38728.97,0.671906069,0.01,0.67190607+/-0.00000031
962,962,962,566.667,26218.84,566.667,39081.9,0.670869124,0.01,0.67086912+/-0.00000031
963,963,963,566.872,26092.54,566.872,38736.48,0.673590889,0.01,0.67359089+/-0.00000031
964,964,964,567.077,26334.89,567.077,39164.5,0.672417368,0.01,0.67241737+/-0.00000031
965,965,965,567.282,26106.2,567.282,38954.93,0.670164213,0.01,0.67016421+/-0.00000031
966,966,966,567.487,26169.68,567.487,39374.76,0.664630845,0.01,0.66463084+/-0.00000030
967,967,967,567.693,26195.63,567.693,39290.11,0.666723254,0.01,0.66672325+/-0.00000031
968,968,968,567.898,26168.32,567.898,39092.82,0.669389417,0.01,0.66938942+/-0.00000031
969,969,969,568.103,26016.77,568.103,39236.86,0.663069624,0.01,0.66306962+/-0.00000031
970,970,970,568.308,26327.38,568.308,39348.14,0.669088297,0.01,0.66908830+/-0.00000031
971,971,971,568.513,26276.86,568.513,39405.48,0.666832633,0.01,0.66683263+/-0.00000031
972,972,972,568.718,26336.25,568.718,39382.95,0.668722125,0.01,0.66872212+/-0.00000031
973,973,973,568.923,26594.98,568.923,39595.26,0.671670801,0.01,0.67167080+/-0.00000030
974,974,974,569.128,26371.75,569.128,39471.01,0.668129597,0.01,0.66812960+/-0.00000030
975,975,975,569.333,26362.88,569.333,39645.09,0.664972131,0.01,0.66497213+/-0.00000030
976,976,976,569.538,26391.55,569.538,39668.98,0.665294394,0.01,0.66529439+/-0.00000030
977,977,977,569.743,26454.35,569.743,39621.88,0.667670237,0.01,0.66767024+/-0.00000030
978,978,978,569.948,26607.95,569.948,39752.95,0.669332716,0.01,0.66933272+/-0.00000030
979,979,979,570.154,26457.77,570.154,39978.23,0.661804437,0.01,0.66180444+/-0.00000030
980,980,980,570.358,26589.52,570.358,39827.36,0.667619446,0.01,0.66761945+/-0.00000030
981,981,981,570.563,26787.49,570.563,40159.81,0.667022329,0.01,0.66702233+/-0.00000030
982,982,982,570.768,26520.57,570.768,39927.71,0.664214652,0.01,0.66421465+/-0.00000030
983,983,983,570.973,26682.36,570.973,39933.85,0.668163976,0.01,0.66816398+/-0.00000030
984,984,984,571.178,26782.71,571.178,40242.42,0.665534279,0.01,0.66553428+/-0.00000030
985,985,985,571.383,26843.47,571.383,40598.08,0.66120048,0.01,0.66120048+/-0.00000030
986,986,986,571.588,26876.23,571.588,40134.56,0.669653037,0.01,0.66965304+/-0.00000030
987,987,987,571.793,26720.59,571.793,39841.7,0.670668922,0.01,0.67066892+/-0.00000030
988,988,988,571.998,26816.16,571.998,40509.33,0.661974908,0.01,0.66197491+/-0.00000030
989,989,989,572.203,26940.4,572.203,40307.27,0.668375705,0.01,0.66837570+/-0.00000030
990,990,990,572.408,27076.25,572.408,40394.65,0.670292972,0.01,0.67029297+/-0.00000030
991,991,991,572.613,26856.44,572.613,40439.7,0.664110762,0.01,0.66411076+/-0.00000030
992,992,992,572.817,26988.87,572.817,40649.96,0.663933495,0.01,0.66393349+/-0.00000030
993,993,993,573.022,27001.16,573.022,40420.59,0.668005093,0.01,0.66800509+/-0.00000030
994,994,994,573.227,27076.93,573.227,40688.19,0.665473937,0.01,0.66547394+/-0.00000030
995,995,995,573.432,26941.77,573.432,40690.92,0.662107664,0.01,0.66210766+/-0.00000029
996,996,996,573.637,27190.94,573.637,40772.16,0.666899669,0.01,0.66689967+/-0.00000029
997,997,997,573.841,27283.78,573.841,40871.14,0.667556129,0.01,0.66755613+/-0.00000029
998,998,998,574.046,27077.62,574.046,40882.06,0.662335019,0.01,0.66233502+/-0.00000029
999,999,999,574.251,27363.65,574.251,41154.44,0.664901527,0.01,0.66490153+/-0.00000029
1000,1000,1000,574.455,27403.24,574.455,41149.67,0.665940699,0.01,0.66594070+/-0.00000029
1001,1001,1001,574.66,27281.05,574.66,40895.72,0.667088145,0.01,0.66708815+/-0.00000029
1002,1002,1002,574.865,27382.76,574.865,41110.07,0.666084003,0.01,0.66608400+/-0.00000029
1003,1003,1003,575.07,27539.78,575.07,41242.51,0.667752278,0.01,0.66775228+/-0.00000029
1004,1004,1004,575.274,27357.51,575.274,41162.64,0.664619908,0.01,0.66461991+/-0.00000029
1005,1005,1005,575.479,27583.47,575.479,41406.34,0.666165375,0.01,0.66616537+/-0.00000029
1006,1006,1006,575.684,27275.59,575.684,41435.7,0.658263044,0.01,0.65826304+/-0.00000029
1007,1007,1007,575.888,27597.12,575.888,41421.36,0.666253353,0.01,0.66625335+/-0.00000029
1008,1008,1008,576.093,27713.17,576.093,41426.82,0.668966867,0.01,0.66896687+/-0.00000029
1009,1009,1009,576.297,27580.05,576.297,41488.95,0.66475652,0.01,0.66475652+/-0.00000029
1010,1010,1010,576.502,27777.34,576.502,41372.89,0.671389888,0.01,0.67138989+/-0.00000029
1011,1011,1011,576.707,27702.93,576.707,41329.2,0.670299207,0.01,0.67029921+/-0.00000029
1012,1012,1012,576.911,27860.62,576.911,41639.81,0.669086146,0.01,0.66908615+/-0.00000029
1013,1013,1013,577.116,27681.09,577.116,41571.55,0.665866199,0.01,0.66586620+/-0.00000029
1014,1014,1014,577.32,27835.37,577.32,41581.79,0.6694125,0.01,0.66941250+/-0.00000029
1015,1015,1015,577.525,27740.48,577.525,41635.72,0.666266369,0.01,0.66626637+/-0.00000029
1016,1016,1016,577.729,28005.35,577.729,41883.52,0.668648433,0.01,0.66864843+/-0.00000029
1017,1017,1017,577.934,27853.8,577.934,41516.25,0.670913197,0.01,0.67091320+/-0.00000029
1018,1018,1018,578.138,28001.25,578.138,41880.79,0.668594122,0.01,0.66859412+/-0.00000029
1019,1019,1019,578.343,27939.13,578.343,41921.75,0.666459058,0.01,0.66645906+/-0.00000029
1020,1020,1020,578.547,28016.95,578.547,41859.63,0.669307158,0.01,0.66930716+/-0.00000029
1021,1021,1021,578.751,28023.1,578.751,41931.99,0.668298833,0.01,0.66829883+/-0.00000029
1022,1022,1022,578.956,28425.18,578.956,42302.67,0.671947657,0.01,0.67194766+/-0.00000028
1023,1023,1023,579.16,28173.28,579.16,42170.92,0.668073639,0.01,0.66807364+/-0.00000029
1024,1024,1024,579.365,28174.65,579.365,42125.18,0.668831563,0.01,0.66883156+/-0.00000029
1025,1025,1025,579.569,28154.85,579.569,41854.17,0.672689245,0.01,0.67268924+/-0.00000029
1026,1026,1026,579.773,28272.95,579.773,42276.05,0.668769906,0.01,0.66876991+/-0.00000028
1027,1027,1027,579.978,28264.07,579.978,42351.82,0.667363764,0.01,0.66736376+/-0.00000028
1028,1028,1028,580.182,28361.01,580.182,42323.15,0.670106313,0.01,0.67010631+/-0.00000028
1029,1029,1029,580.386,28544.65,580.386,42329.98,0.674336487,0.01,0.67433649+/-0.00000028
1030,1030,1030,580.591,28343.94,580.591,42284.24,0.670319249,0.01,0.67031925+/-0.00000028
1031,1031,1031,580.795,28483.89,580.795,42424.18,0.671406966,0.01,0.67140697+/-0.00000028
1032,1032,1032,580.999,28424.5,580.999,42330.66,0.671487286,0.01,0.67148729+/-0.00000028
1033,1033,1033,581.204,28811.56,581.204,42797.6,0.67320504,0.01,0.67320504+/-0.00000028
1034,1034,1034,581.408,28800.64,581.408,42515.66,0.677412511,0.01,0.67741251+/-0.00000028
1035,1035,1035,581.612,28701.66,581.612,42353.19,0.677674102,0.01,0.67767410+/-0.00000029
1036,1036,1036,581.816,28782.21,581.816,42909.55,0.670764667,0.01,0.67076467+/-0.00000028
1037,1037,1037,582.021,28489.35,582.021,42300.62,0.673497221,0.01,0.67349722+/-0.00000029
1038,1038,1038,582.225,28906.45,582.225,42783.94,0.675637868,0.01,0.67563787+/-0.00000028
1039,1039,1039,582.429,28825.22,582.429,42846.75,0.672751609,0.01,0.67275161+/-0.00000028
1040,1040,1040,582.633,29049.13,582.633,42943.0,0.676457863,0.01,0.67645786+/-0.00000028
1041,1041,1041,582.837,28842.28,582.837,42759.37,0.674525373,0.01,0.67452537+/-0.00000028
1042,1042,1042,583.041,29052.54,583.041,42850.84,0.67799231,0.01,0.67799231+/-0.00000028
1043,1043,1043,583.246,29124.22,583.246,43077.49,0.676089066,0.01,0.67608907+/-0.00000028
1044,1044,1044,583.45,29055.27,583.45,43030.38,0.675226898,0.01,0.67522690+/-0.00000028
1045,1045,1045,583.654,29074.39,583.654,42713.63,0.680681787,0.01,0.68068179+/-0.00000028
1046,1046,1046,583.858,29178.83,583.858,43199.0,0.675451515,0.01,0.67545152+/-0.00000028
1047,1047,1047,584.062,29337.21,584.062,43194.22,0.679192957,0.01,0.67919296+/-0.00000028
1048,1048,1048,584.266,29425.27,584.266,43153.26,0.681878264,0.01,0.68187826+/-0.00000028
1049,1049,1049,584.47,29367.25,584.47,43345.09,0.677521952,0.01,0.67752195+/-0.00000028
1050,1050,1050,584.674,29502.41,584.674,43580.6,0.676961997,0.01,0.67696200+/-0.00000028
1051,1051,1051,584.878,29426.64,584.878,43214.7,0.680940513,0.01,0.68094051+/-0.00000028
1052,1052,1052,585.082,29721.54,585.082,43585.38,0.681915358,0.01,0.68191536+/-0.00000028
1053,1053,1053,585.286,29608.91,585.286,43391.51,0.682366435,0.01,0.68236644+/-0.00000028
1054,1054,1054,585.49,29548.15,585.49,43762.19,0.675198156,0.01,0.67519816+/-0.00000028
1055,1055,1055,585.694,29573.41,585.694,43443.39,0.680734399,0.01,0.68073440+/-0.00000028
1056,1056,1056,585.898,29818.48,585.898,43429.74,0.686591262,0.01,0.68659126+/-0.00000028
1057,1057,1057,586.102,29738.61,586.102,43424.28,0.684838298,0.01,0.68483830+/-0.00000028
1058,1058,1058,586.306,30212.37,586.306,43857.76,0.688871707,0.01,0.68887171+/-0.00000028
1059,1059,1059,586.51,29684.68,586.51,43489.81,0.68256633,0.01,0.68256633+/-0.00000028
1060,1060,1060,586.714,30200.77,586.714,44048.22,0.685629748,0.01,0.68562975+/-0.00000028
1061,1061,1061,586.918,29967.98,586.918,43685.05,0.686000817,0.01,0.68600082+/-0.00000028
1062,1062,1062,587.122,30344.81,587.122,43729.42,0.693922078,0.01,0.69392208+/-0.00000028
1063,1063,1063,587.325,30004.16,587.325,43832.5,0.684518565,0.01,0.68451856+/-0.00000028
1064,1064,1064,587.529,30491.58,587.529,44213.43,0.689645205,0.01,0.68964521+/-0.00000027
1065,1065,1065,587.733,30258.8,587.733,43848.89,0.69006992,0.01,0.69006992+/-0.00000028
1066,1066,1066,587.937,30342.76,587.937,43830.46,0.692275646,0.01,0.69227565+/-0.00000028
1067,1067,1067,588.141,30525.71,588.141,44050.95,0.692963716,0.01,0.69296372+/-0.00000028
1068,1068,1068,588.345,30584.42,588.345,44434.61,0.688301754,0.01,0.68830175+/-0.00000027
1069,1069,1069,588.548,30432.19,588.548,44145.84,0.689355781,0.01,0.68935578+/-0.00000028
1070,1070,1070,588.752,30577.6,588.752,44292.61,0.690354441,0.01,0.69035444+/-0.00000027
1071,1071,1071,588.956,30790.58,588.956,44264.63,0.695602335,0.01,0.69560234+/-0.00000028
1072,1072,1072,589.16,30836.32,589.16,44307.63,0.69595959,0.01,0.69595959+/-0.00000027
1073,1073,1073,589.363,30889.57,589.363,44826.45,0.689092489,0.01,0.68909249+/-0.00000027
1074,1074,1074,589.567,30757.13,589.567,44399.79,0.69273143,0.01,0.69273143+/-0.00000027
1075,1075,1075,589.771,30632.21,589.771,44134.24,0.694069049,0.01,0.69406905+/-0.00000028
1076,1076,1076,589.974,31178.33,589.974,44924.07,0.694022826,0.01,0.69402283+/-0.00000027
1077,1077,1077,590.178,31012.45,590.178,44421.64,0.69813834,0.01,0.69813834+/-0.00000027
1078,1078,1078,590.382,31226.8,590.382,44804.61,0.696955068,0.01,0.69695507+/-0.00000027
1079,1079,1079,590.585,31266.4,590.585,44698.11,0.699501612,0.01,0.69950161+/-0.00000027
1080,1080,1080,590.789,31457.54,590.789,45360.29,0.693503944,0.01,0.69350394+/-0.00000027
1081,1081,1081,590.993,31187.21,590.993,44980.05,0.693356499,0.01,0.69335650+/-0.00000027
1082,1082,1082,591.196,31633.66,591.196,45263.35,0.69888022,0.01,0.69888022+/-0.00000027
1083,1083,1083,591.4,31357.87,591.4,44927.49,0.697966212,0.01,0.69796621+/-0.00000027
1084,1084,1084,591.603,31587.93,591.603,45142.52,0.699737852,0.01,0.69973785+/-0.00000027
1085,1085,1085,591.807,31600.21,591.807,44998.48,0.702250609,0.01,0.70225061+/-0.00000027
1086,1086,1086,592.01,31572.91,592.01,45023.06,0.701260865,0.01,0.70126086+/-0.00000027
1087,1087,1087,592.214,31933.35,592.214,45316.6,0.704672239,0.01,0.70467224+/-0.00000027
1088,1088,1088,592.417,31746.99,592.417,45221.03,0.7020404,0.01,0.70204040+/-0.00000027
1089,1089,1089,592.621,31920.38,592.621,45513.89,0.701332714,0.01,0.70133271+/-0.00000027
1090,1090,1090,592.824,32114.94,592.824,45557.58,0.704930771,0.01,0.70493077+/-0.00000027
1091,1091,1091,593.028,31858.26,593.028,44969.13,0.708447328,0.01,0.70844733+/-0.00000027
1092,1092,1092,593.231,32282.19,593.231,45609.46,0.707795927,0.01,0.70779593+/-0.00000027
1093,1093,1093,593.435,32000.25,593.435,45492.04,0.703425259,0.01,0.70342526+/-0.00000027
1094,1094,1094,593.638,32096.51,593.638,45668.17,0.702820148,0.01,0.70282015+/-0.00000027
1095,1095,1095,593.842,32159.99,593.842,45661.34,0.704315511,0.01,0.70431551+/-0.00000027
1096,1096,1096,594.045,32279.46,594.045,45649.74,0.707111585,0.01,0.70711158+/-0.00000027
1097,1097,1097,594.248,32491.08,594.248,45751.45,0.710165033,0.01,0.71016503+/-0.00000027
1098,1098,1098,594.452,32489.03,594.452,45711.86,0.710735245,0.01,0.71073524+/-0.00000027
1099,1099,1099,594.655,32891.8,594.655,45965.12,0.715581728,0.01,0.71558173+/-0.00000027
1100,1100,1100,594.859,32741.62,594.859,46042.95,0.711110387,0.01,0.71111039+/-0.00000027
1101,1101,1101,595.062,32773.02,595.062,45948.06,0.713262323,0.01,0.71326232+/-0.00000027
1102,1102,1102,595.265,33039.94,595.265,46576.78,0.709365053,0.01,0.70936505+/-0.00000026
1103,1103,1103,595.469,32818.07,595.469,46022.47,0.713087976,0.01,0.71308798+/-0.00000027
1104,1104,1104,595.672,33175.1,595.672,46493.5,0.713542753,0.01,0.71354275+/-0.00000026
1105,1105,1105,595.875,33016.04,595.875,46340.58,0.712464971,0.01,0.71246497+/-0.00000026
1106,1106,1106,596.078,33126.63,596.078,46711.27,0.709178534,0.01,0.70917853+/-0.00000026
1107,1107,1107,596.282,33415.4,596.282,46366.52,0.72067949,0.01,0.72067949+/-0.00000027
1108,1108,1108,596.485,33440.66,596.485,46676.45,0.716435376,0.01,0.71643538+/-0.00000026
1109,1109,1109,596.688,33409.25,596.688,46408.85,0.719889633,0.01,0.71988963+/-0.00000027
1110,1110,1110,596.891,33642.72,596.891,46609.55,0.721798859,0.01,0.72179886+/-0.00000026
1111,1111,1111,597.095,33642.72,597.095,46447.08,0.724323682,0.01,0.72432368+/-0.00000027
1112,1112,1112,597.298,33604.49,597.298,46441.62,0.723585654,0.01,0.72358565+/-0.00000027
1113,1113,1113,597.501,33670.71,597.501,46746.76,0.72027901,0.01,0.72027901+/-0.00000026
1114,1114,1114,597.704,34185.43,597.704,46916.06,0.728650914,0.01,0.72865091+/-0.00000026
1115,1115,1115,597.907,33749.9,597.907,46458.68,0.726449826,0.01,0.72644983+/-0.00000027
1116,1116,1116,598.11,34110.34,598.11,46874.42,0.727696257,0.01,0.72769626+/-0.00000026
1117,1117,1117,598.313,33917.15,598.313,47082.63,0.720375009,0.01,0.72037501+/-0.00000026
1118,1118,1118,598.517,34070.75,598.517,46617.74,0.730853748,0.01,0.73085375+/-0.00000027
1119,1119,1119,598.72,34355.42,598.72,47312.0,0.726146009,0.01,0.72614601+/-0.00000026
1120,1120,1120,598.923,34485.12,598.923,46909.92,0.735134914,0.01,0.73513491+/-0.00000026
1121,1121,1121,599.126,34611.41,599.126,46990.47,0.736562328,0.01,0.73656233+/-0.00000026
1122,1122,1122,599.329,34623.02,599.329,47606.23,0.727279182,0.01,0.72727918+/-0.00000026
1123,1123,1123,599.532,34397.06,599.532,46961.12,0.732458255,0.01,0.73245825+/-0.00000026
1124,1124,1124,599.735,34947.28,599.735,47761.19,0.731708737,0.01,0.73170874+/-0.00000026
1125,1125,1125,599.938,34633.26,599.938,47355.01,0.731353662,0.01,0.73135366+/-0.00000026
1126,1126,1126,600.141,34814.84,600.141,47589.16,0.731570803,0.01,0.73157080+/-0.00000026
1127,1127,1127,600.344,35025.1,600.344,47409.62,0.738776223,0.01,0.73877622+/-0.00000026
1128,1128,1128,600.547,35018.27,600.547,47580.97,0.735972175,0.01,0.73597218+/-0.00000026
1129,1129,1129,600.75,35021.69,600.75,47729.11,0.733759544,0.01,0.73375954+/-0.00000026
1130,1130,1130,600.953,35367.11,600.953,47748.22,0.740700072,0.01,0.74070007+/-0.00000026
1131,1131,1131,601.156,35515.25,601.156,48002.17,0.739867593,0.01,0.73986759+/-0.00000026
1132,1132,1132,601.359,35571.23,601.359,47854.03,0.743327782,0.01,0.74332778+/-0.00000026
1133,1133,1133,601.561,35503.64,601.561,48230.18,0.736129121,0.01,0.73612912+/-0.00000026
1134,1134,1134,601.764,35601.26,601.764,48088.18,0.740332864,0.01,0.74033286+/-0.00000026
1135,1135,1135,601.967,35650.41,601.967,47948.24,0.743518636,0.01,0.74351864+/-0.00000026
1136,1136,1136,602.17,35832.0,602.17,48211.74,0.743221464,0.01,0.74322146+/-0.00000026
1137,1137,1137,602.373,35961.71,602.373,48306.63,0.744446673,0.01,0.74444667+/-0.00000026
1138,1138,1138,602.576,36161.72,602.576,48280.69,0.748989296,0.01,0.74898930+/-0.00000026
1139,1139,1139,602.779,36312.59,602.779,48698.48,0.745661672,0.01,0.74566167+/-0.00000026
1140,1140,1140,602.981,36322.83,602.981,48536.01,0.748368685,0.01,0.74836869+/-0.00000026
1141,1141,1141,603.184,36001.98,603.184,48333.26,0.744869682,0.01,0.74486968+/-0.00000026
1142,1142,1142,603.387,36262.76,603.387,48622.7,0.745798979,0.01,0.74579898+/-0.00000026
1143,1143,1143,603.59,36200.64,603.59,48542.15,0.745756832,0.01,0.74575683+/-0.00000026
1144,1144,1144,603.792,36839.6,603.792,48527.81,0.759144087,0.01,0.75914409+/-0.00000026
1145,1145,1145,603.995,36957.02,603.995,48909.42,0.755621719,0.01,0.75562172+/-0.00000026
1146,1146,1146,604.198,36511.93,604.198,48689.6,0.749891763,0.01,0.74989176+/-0.00000026
1147,1147,1147,604.401,36889.44,604.401,48561.95,0.759636711,0.01,0.75963671+/-0.00000026
1148,1148,1148,604.603,37076.48,604.603,49013.18,0.756459385,0.01,0.75645939+/-0.00000026
